"RegionID","RegionName","SizeRank","1996-04","1996-05","1996-06","1996-07","1996-08","1996-09","1996-10","1996-11","1996-12","1997-01","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01"
395022,"Richmond, VA",45,96700,97300,97700,97700,97800,98100,98100,98300,98700,98900,99200,99600,99700,99700,99900,100300,100800,101300,101800,102100,102400,102900,103600,104200,104600,104600,104600,104900,105400,105700,106100,106600,107100,107700,108400,109000,109400,109900,110600,111200,111500,112100,112900,113300,113700,114300,115000,115500,116200,116700,117300,117800,118300,118700,118900,119200,119900,120600,121300,121800,122500,123300,124000,124600,125100,125600,126500,127200,127600,128000,128500,129200,130000,130700,131400,132200,132900,133600,134300,135200,136300,137400,138300,139100,139800,140700,141600,142400,143300,144300,145400,146700,148000,149500,151100,152500,153700,155100,156500,158100,159900,161600,163200,165000,167100,169200,171100,173200,175000,176600,178600,180700,183100,185700,188100,190100,191300,192100,193200,194800,196700,198600,200100,201500,202800,203800,204600,205300,205800,206300,206900,207600,208400,209000,209800,210700,211400,211800,211700,211400,211000,210800,210800,210800,210500,210200,209500,208500,207500,206600,205700,204900,203900,203100,202500,201600,200300,198900,197600,196600,195800,195000,194300,193200,192700,192200,191100,189800,188900,187900,186800,185200,183300,181500,180100,179200,178300,177400,176600,176000,175400,174700,174000,173200,172400,171700,171200,171100,171200,171000,170600,170000,169500,169500,169900,170500,171000,171400,171600,172000,172500,172900,173400,174200,174700,174900,174800,175100,175700,176100,176300,176700,177300,178000,178300,178400,178600,179000,179600,180100,180400,180700,181100,181600,182000,182400,183100,183900,184900,186000,186800,187400,188100,188800,189500,189700,189900,190000,190000,190300,191300,192400,193500,194700,196000,197300,198500,199800,200800,201600,202800,204500,205900,207000,207700,208500,209800,211300,212200,212500,212500,212900
394425,"Buffalo, NY",46,82700,82800,83100,83400,83500,83400,83200,83100,83100,83100,82800,82500,82500,82500,82300,82000,81500,81200,81200,81200,81400,81500,81600,81700,81700,81600,81500,81300,80800,80400,80300,80100,80200,80200,80200,80300,80500,80500,80500,80700,80700,80800,80900,81100,81100,81200,81500,81700,81800,81900,81900,82000,82200,82300,82300,82400,82900,83500,84100,84600,85200,85400,85500,85400,85500,85500,85600,85900,86500,87200,87900,88500,89000,89300,89300,89300,89500,89800,90200,90700,91400,92100,92600,92900,93200,93500,93400,93400,94100,95600,96700,97000,97500,98100,98200,98100,98500,99300,100200,101100,101700,102200,102200,101800,102300,103400,103800,103200,102900,102900,103900,105300,105900,105300,105200,105500,106400,107800,108800,108800,108800,108500,108100,107800,107700,107500,107200,107500,102400,94400,90700,91700,91600,91500,91700,92000,92100,91900,91600,91400,91900,92600,92800,92500,92300,92100,91700,92000,93800,96000,98000,100100,102800,105600,108100,110200,112300,114300,115900,115400,113600,112200,111500,110800,112900,116900,119000,118100,117500,117100,117100,116700,115700,116200,117800,118300,117700,117700,117100,116700,117200,117900,118100,118200,118600,118100,116900,116100,116000,116000,116100,116300,116300,115800,115600,115900,116400,116600,116600,117000,117200,117100,117600,119000,120100,120800,121200,121900,122800,123400,123700,123800,123400,123000,123200,123500,123700,123800,124400,125400,126600,127400,127700,127700,127500,127400,127000,126700,127000,128000,129200,130600,131900,132800,133200,133600,133900,133700,133600,133500,133500,133900,134100,134000,134000,134000,134600,136500,138300,139700,141300,143000,143900,144300,144900,145500,145900,146700,147900,149000,149800,150300
395012,"Raleigh, NC",47,128600,129100,129500,129700,129700,130100,130400,130800,131400,132200,132900,133300,133600,134100,134900,135900,136700,137200,137900,138700,139200,139700,140100,140500,141000,141400,141500,141800,142300,142900,143500,144100,144400,144900,145800,146300,146900,147600,148300,148900,149600,150000,150100,150200,150600,151100,151500,151900,152400,152800,153300,153500,153500,153600,153800,154000,154300,154800,155200,155400,155500,155500,155400,155500,155500,155500,156000,156500,156800,156800,157000,157400,157600,157900,158400,158600,158900,159200,159400,159400,159500,159600,159600,159500,159400,159200,158900,158900,158900,159100,159400,159900,160400,160900,161200,161500,162000,162600,163200,163900,164500,165000,165200,165500,166000,166600,167400,168000,168800,169600,170200,170800,171700,172600,173200,174000,174800,175200,175900,176900,177700,178300,179300,180300,181200,182100,183100,183900,184400,185100,185800,186400,187200,188100,188800,189300,189900,190600,191100,191600,191800,191500,191000,190700,190700,190800,191000,190800,190200,189400,189000,188600,188000,187100,186500,186100,185400,184600,184000,183600,183500,183200,183100,182800,183300,184400,185100,184800,184500,184000,183600,183300,183000,182600,182200,181500,180700,180200,179700,179200,178800,178500,177800,177200,176700,176300,175700,175600,176000,176600,176900,177100,177200,177500,177900,178100,178600,179300,179700,180000,180600,181200,181700,182000,182600,183400,184300,185200,186300,187300,188100,188900,189300,189800,190400,191000,191400,192100,192800,193300,193400,193600,194300,195200,195900,196300,196800,198100,199900,201500,202500,203300,203900,204600,205300,206200,207100,208100,209000,210300,211700,212900,214100,215500,217200,218800,220100,221200,221600,221200,222700,225600,227200,227800,228800,229800,230600,231500,232900,234000,234700,235000
394388,"Birmingham, AL",48,85200,85100,84800,84600,84500,84400,84300,84700,85100,85500,85900,86100,86500,87400,87900,88100,88600,89400,90200,90600,90600,90600,91300,92200,92400,92200,92300,92600,93000,93500,93700,93900,94300,94800,95100,95500,95900,96500,96900,97200,97500,97900,98400,98900,99300,99900,100200,100500,100800,100900,101100,101500,101300,101200,101700,102500,103000,103400,103800,104000,104400,104900,105000,105400,106100,106300,106400,106800,107100,107300,107500,107900,108200,108400,108800,109100,109400,109800,110200,110300,110500,111100,111700,112000,112600,113200,113800,114100,114600,115200,115800,116100,116500,116400,116100,115900,115900,116300,117100,117500,118100,118700,118900,119000,119600,120600,121700,122700,123500,124100,124200,124500,125000,125700,126300,127000,128100,129400,130500,131300,132000,132200,132100,131700,131100,130700,130500,130600,131400,132500,132800,132400,132300,132500,132700,133200,133800,134000,133900,133400,132300,131300,130600,130100,129800,129400,130200,132100,133000,132700,132800,132900,133700,134900,135700,135800,135800,135700,135400,134500,133700,133900,134500,135300,132400,127300,124400,124400,123800,123500,122800,121700,121100,121200,121000,120500,120500,120900,121300,121100,121100,121200,120700,119800,119300,119000,118400,117900,118200,118700,118800,118400,118100,117400,117300,118300,119200,118700,117900,117200,117400,117800,118000,118000,118600,119300,119600,119600,119700,119900,120100,120300,121000,122000,122700,122800,122600,122500,122500,122700,122400,121700,121500,121800,121800,121900,122200,122800,123400,123800,124100,124200,124000,124200,124500,124700,125000,125800,126400,126800,127200,127300,127800,128200,128700,129500,130200,130500,130700,130900,130700,130500,130800,131600,131900,131900,132300,132900,133400,134100,135300,136600
395053,"Salt Lake City, UT",49,129600,130300,131300,132500,133900,134900,135500,136200,137000,137800,138500,139200,139800,140400,140800,141500,142400,142900,143000,143200,143400,143900,144500,145100,145400,146000,146600,147000,147500,147900,148100,148100,148200,148600,149100,149700,150600,151500,152100,152400,152300,153600,156600,159600,161200,162100,162800,163300,163400,163300,163000,162500,162500,162800,163400,163900,164500,165000,165200,165100,165200,165300,165600,166300,166800,166700,166600,166800,166900,167400,168000,168500,168800,169100,169400,169800,170400,170900,170900,171000,171300,171100,170800,170400,169600,168800,168700,168500,168500,168500,168500,168300,168500,168800,169100,169600,170600,171600,172600,173500,174100,174200,173700,173300,173600,174300,175200,176600,178100,179900,181800,184000,186300,188100,189500,191000,193000,195700,198800,202000,205300,208900,212300,215600,219100,223800,229500,234600,239100,244100,249000,253200,256700,258600,259900,261300,263000,264700,266500,268400,270300,271100,270300,268200,266300,264800,263800,263100,263000,263100,263100,262600,262800,263500,263300,262000,261000,260500,258900,255200,249600,243400,237600,234500,227500,218100,212400,211400,209400,207200,204400,202000,199800,197500,195400,193500,192500,192400,191800,190200,188500,186900,185700,184800,184300,184000,183100,181700,181300,181600,181500,180800,180200,179800,179800,179900,180100,180900,182200,183200,184400,185600,186700,188300,190800,193100,195500,199000,202700,205300,206900,208400,210000,211400,212200,212500,212600,212700,212800,213200,214300,215600,216500,216900,217900,219400,220800,221700,222600,223200,224300,225800,227400,228500,229900,230800,231800,233400,235200,237000,239500,241500,242700,243900,245500,247000,248500,249700,251100,252400,253900,255200,257000,259000,261400,263200,264500,266300,268700,271300,274000,276100
395031,"Rochester, NY",50,86200,86700,87000,87200,87400,87500,87500,87500,87500,87400,87200,87200,87100,86900,86800,86800,86700,86700,86600,86800,87100,87500,88100,88700,88700,88600,88300,88200,87900,87700,87700,87700,87600,87600,87900,88000,88100,88400,88700,89000,89400,89600,89900,90300,90500,90500,90800,91100,91200,91400,91800,92200,92500,92800,93200,93500,93900,94400,94800,95000,95400,95800,95800,95700,95600,95700,95700,95700,95900,96400,96900,97200,97500,97800,98200,98300,98400,98700,99000,99200,99400,99800,100100,100400,100700,101000,101200,101600,102200,102700,103100,103600,104100,104400,104700,104800,104900,105300,105900,106400,106900,107500,108000,108500,109000,109300,109700,110200,110700,111000,111200,111500,111900,112200,112500,112900,113000,112900,112700,112700,112800,113000,113300,113500,113900,114200,114500,114500,114500,114600,114800,115100,115300,115600,116000,116600,117100,117400,117500,117400,117100,116900,116800,117100,117700,118000,118000,117800,117600,117400,117300,117200,117100,117100,117200,117300,117200,116700,116300,116600,117300,117900,118000,118000,118600,119700,120300,120100,120000,120200,120200,119800,119000,118200,118200,118600,119000,119000,118600,118300,118300,118600,119000,118900,118700,118400,118500,118800,119100,119200,119500,119600,119300,119000,119100,119300,119200,119100,119100,119000,119000,119200,119300,119400,119400,119700,120500,121000,121300,121600,121500,121300,121400,121300,121100,121100,121100,121200,121500,122000,122300,122400,122600,122700,122300,121700,121300,121500,122400,123600,124800,126200,127700,128900,129900,131200,133200,135200,136700,137800,138500,139000,139500,140100,140300,140200,140000,140300,139100,138900,140300,142700,143500,143300,140900,138100,137600,139600,141300,141300,140800,140500
394640,"Grand Rapids, MI",51,92700,94000,94900,95400,95800,96200,96500,96600,96800,97100,97400,97200,97000,97200,97400,97900,98500,98900,99600,100800,102000,103400,104800,105900,106600,107200,107800,108400,109300,110200,111100,111800,111900,112300,112900,113500,113700,114400,115500,116700,117500,118300,119300,120200,120800,121700,123000,123900,124600,125300,126000,126600,127100,127600,128200,128600,129200,130000,130800,131200,131700,132500,133100,133500,133900,134200,134000,133800,134000,134300,134700,135200,135800,136300,136800,137200,137600,137900,138400,139300,139700,139400,138900,138800,138600,138200,137700,137600,138100,138700,139300,139800,140200,140600,141000,141400,141900,142500,143100,143600,144000,144500,144800,145100,145700,146500,147000,147500,148000,148300,148600,149000,149100,149100,149200,149300,149700,150000,150100,150200,150300,150100,149700,149300,148800,148200,147700,147200,146600,146400,146200,145800,145400,145000,144300,143600,143100,142500,141900,141400,140900,140400,140000,139500,138800,138100,137500,136800,135900,134900,133900,132900,132100,131300,130500,129500,128300,127100,125900,125400,125000,124600,124500,124300,123500,122600,122100,122000,122000,122100,122100,121700,121300,121000,120700,120200,119700,119100,118400,117800,117400,117100,117000,117100,117300,117400,117500,117600,118000,118600,118900,119100,119500,120000,120400,120600,120800,121300,121800,122500,123200,123800,124200,124800,125200,125600,126200,127200,127800,128100,128600,129400,130100,130900,131600,132400,133400,134500,135500,136000,136500,137100,137400,137700,138300,139400,140800,142200,143500,144700,145600,146400,147200,148000,148700,149300,149900,150900,151900,152700,153800,155100,156200,157500,159200,160600,161900,163200,163900,164300,165000,165800,166900,168200,169100,169900,171200,172500,173400,174400,175500,176400
395167,"Tucson, AZ",52,104700,104800,104800,104800,104700,104700,104900,105000,105100,105300,105600,105600,105600,105600,105600,105800,106300,106600,106700,106900,107100,107200,107500,108100,108500,108800,109000,109100,109200,109500,109700,110000,110700,111100,111200,111900,112600,113000,113300,113600,113700,113900,114500,115100,115400,115700,116100,116600,117000,117100,117500,118200,119100,119800,120100,120300,120900,121700,122200,122300,122500,123300,123800,124400,125000,125400,125800,126400,127100,127900,128600,129300,129900,130700,131600,132500,133300,134300,135400,136300,136800,137300,137900,138800,139500,140300,141300,142300,143600,145200,146600,147800,148900,149900,150900,151700,152500,153700,155600,157600,159800,162400,165400,168300,171200,174200,177600,181900,186800,191800,196600,201100,204600,207600,210700,214200,218500,223400,228300,232600,235400,236500,236500,235900,235200,234400,233200,231900,230400,229200,228600,228100,227500,226600,224800,222900,221100,219000,216800,214900,213100,210600,207200,203800,201100,198800,196800,195000,193700,192800,191900,190900,189600,188500,187300,186000,184400,183000,181300,179200,177000,175300,174000,172900,171100,168600,165600,163000,161400,160300,159500,158800,157800,156300,154800,153300,152100,150800,149300,147400,145100,142900,140900,139600,139200,138600,137300,136000,135500,135600,136600,137900,139000,139800,141100,142800,143800,144200,144800,145700,146500,147700,149100,150600,151800,152900,154300,155500,156400,157500,158500,159300,160100,160700,161000,161500,162100,162300,162200,162100,162200,162300,162200,162300,162400,162400,162200,162100,162300,162800,163000,163100,163800,164700,165100,165200,165400,165800,166500,167300,168400,169500,169800,169900,170500,171900,173500,175100,176600,178000,179100,180000,181000,182000,183000,183700,184100,185000,186800,189000,190700,191500
753924,"Urban Honolulu, HI",53,259200,258700,257000,254900,252300,250100,248900,248500,247600,246800,246600,246300,245300,243900,242500,241400,240700,239500,237900,236400,235100,234400,234100,233300,231900,231000,231000,231100,231600,232300,232800,232500,232900,233900,234600,234800,234700,234200,233300,231600,229500,228100,227600,227100,226800,226800,227100,227400,227500,227600,227800,228900,231300,233600,235000,236400,237700,239000,240000,240500,241600,243700,245700,247100,248200,248800,249500,250700,252200,253700,255300,257400,259200,261400,263900,266300,268900,272400,276000,279300,282500,285700,289200,292900,296700,300700,304800,309300,313400,317200,320900,325300,330300,335500,340900,346900,353500,360700,368500,376300,384100,392000,400900,409800,418600,427200,435500,443300,451000,458800,467300,477700,488600,498200,506800,514300,520500,526600,532800,538100,542600,545000,545800,545700,545200,544500,544700,545600,546000,546200,547100,548100,548700,549400,550000,550600,551000,551400,550700,548600,545600,542200,539100,536400,534100,532400,531700,530100,527000,522900,519100,515400,511200,506800,502900,498900,494400,490600,486200,481600,478800,477700,477100,476700,479000,483100,486300,488100,490100,492400,494400,494500,493300,492700,493200,495000,497400,498400,497400,495800,495000,493900,491600,489900,489300,488500,486700,484600,482900,482700,484300,487200,488800,489500,491100,494400,498000,501100,503800,506200,508200,509600,511900,515700,520100,523400,526800,531200,535200,538200,541800,545900,549000,551600,554200,556200,557400,557800,559800,564500,570200,574500,577500,579900,582500,584300,585800,588000,591900,596500,599500,601600,604300,606900,608200,608800,609700,611300,612300,612400,614700,620100,626800,630400,631400,633500,638300,643200,645700,648300,652500,657700,661700,664700,665400,664900,665500,668400,672200,677400,683000,686600
395169,"Tulsa, OK",54,64100,63800,63500,63600,63600,63500,63600,64000,64300,64500,64700,65000,65400,65800,66200,66300,66400,66800,67300,67500,67800,68100,68400,68700,69100,69500,69800,70000,70300,70800,71300,71600,71800,72200,72600,72900,73200,73700,74300,74900,75300,75500,75800,76200,76600,76900,77300,77800,78300,78600,78700,79000,79600,79900,80200,80500,80700,80900,81500,82300,83000,83300,83600,83800,84000,84100,84000,84200,84600,84700,84200,83900,83900,84100,84300,84600,84800,85000,85200,85300,85300,85600,85900,86100,86200,86500,86800,87000,87200,87300,87400,87500,87600,87700,87700,87900,88200,88200,88200,88500,89000,89500,89900,90200,90100,90100,90400,90900,91200,91500,91900,92000,92000,91900,91900,92200,92800,93400,93800,94000,94100,94200,94300,94600,94700,95000,95400,95800,95700,95300,95100,95200,95300,95500,95800,96000,96400,96700,96900,97200,97000,96300,96200,96800,97100,97200,97500,97700,97800,97800,97800,98100,97900,97400,97200,97600,97700,97700,97700,97800,98200,98700,99100,98600,100800,105200,107500,106800,107300,107800,107900,107800,107500,107700,108300,108800,108700,108200,108000,107700,107200,107000,106800,106700,106700,106600,106400,106300,106000,105600,105700,106000,106200,106400,106500,106700,106900,106900,106900,107100,107200,107100,106700,106500,106500,107200,108000,108500,108700,108600,108300,108100,107700,107300,107300,107700,108000,108200,108600,109000,109300,109400,109700,110100,110200,110300,110900,112000,113000,114300,115800,117100,117700,118000,118400,119100,119600,119700,119600,119700,120000,120500,121200,122000,122700,123400,124100,124900,125700,126200,127200,129500,130000,128100,126200,125500,125600,126800,128100,128900,128900,128600
394619,"Fresno, CA",55,97300,97200,96900,96400,96200,96000,95900,95700,95500,95300,95600,96000,96300,96200,96100,96000,95900,95900,95800,95800,95600,95700,96000,96100,95900,95700,95600,95500,95600,95700,95600,95500,95700,96300,96800,97000,97300,97600,97900,98000,98000,98200,98700,99400,100300,101600,102500,102700,102800,103300,103900,104500,104800,105100,105700,106600,107300,108300,109200,110100,110900,112000,113100,114200,115400,116500,117400,118400,119600,120700,121800,123100,124300,125500,127400,129700,131800,133700,135500,137600,139900,142000,144000,146500,149500,152100,154200,156600,159700,163300,166600,169500,172200,175300,178700,182000,186200,191300,196600,201800,207500,213300,218900,223700,228000,232600,238000,243500,248300,252900,258000,263200,267800,272400,277500,282800,286800,289300,291300,293100,294100,294100,293500,292400,289900,286400,283200,280400,277500,275000,272900,271200,269200,266800,264200,261300,257400,253200,249000,245600,243200,240400,236100,231200,226500,222100,217500,213100,209500,206500,203500,200500,197300,194400,191600,188500,185200,181900,178700,176100,174100,172400,170600,168700,167300,166000,165000,164000,162900,161900,161100,160200,159000,157300,155400,153600,151900,150500,149200,148000,146500,144500,142400,140300,138700,137900,137300,136300,135200,134400,134400,134900,135800,137200,138900,140300,141300,142600,144100,146000,147600,148400,149100,150300,152500,155400,157900,160200,162400,164300,166400,168400,171000,173800,176200,177700,178500,179000,179900,181200,182800,184100,185400,186600,187400,188100,189000,189800,190700,191400,192600,194300,195500,195600,196000,197000,197900,198700,199900,201400,203300,205200,206900,208300,209800,211400,212900,214000,215000,216500,218500,221200,223400,224900,225500,226200,227500,229200,230800,232200,234100,236100
395238,"Worcester, MA",56,112100,112000,112300,112300,112100,112000,112300,113000,113700,114200,114800,115300,115700,116100,116500,117000,117200,117500,117900,118400,118900,119500,120100,120600,121200,121800,122200,122800,123500,124400,125000,125700,126500,127200,128000,129400,130800,131800,132600,133600,134500,135600,136900,138100,139400,140900,142500,144200,146100,147900,149800,151600,153300,155000,156600,157900,159500,161300,163400,165400,167400,169500,171700,174000,176500,178700,180500,182300,184100,186100,188400,190200,191800,193400,195000,196900,199600,202600,205600,208600,211300,213700,216000,218500,220800,222800,224900,227000,228300,229400,230700,232200,233700,235400,237300,239100,241000,243400,245700,248000,250500,252800,255000,257500,259500,261200,263000,265100,266800,268200,269100,269800,270600,271600,272400,272700,272900,273300,273100,272500,272300,271800,271100,270100,268900,267600,266600,265500,264200,263200,262500,261900,261300,261200,260700,259800,258400,257200,255700,254000,252200,249800,246400,243100,240300,237800,235700,234000,232300,230800,229500,228200,226600,225300,224400,223300,221700,219500,217500,216700,217000,217400,217800,217800,218500,219200,219700,219800,220400,221000,221100,219900,217900,215400,213400,212500,210700,208400,207700,208300,207800,207000,206600,206500,206300,205500,203600,202000,202800,204500,204600,203700,203300,202800,202500,202400,201800,200800,200200,200100,200500,201200,201700,202300,203800,205900,208300,210700,213200,214900,216000,215900,214700,214000,214700,215300,215100,214800,214500,213600,213500,215500,218900,221400,222000,221400,221500,222200,223200,223900,224300,224500,224600,224600,225300,227100,229300,230600,230400,230200,230900,232600,233900,235100,236700,238200,239300,240500,242200,244000,245000,245100,245300,246600,248300,249900,251700,253900,255400,256300,257400,258600
394415,"Stamford, CT",57,209900,209800,209300,208900,208500,208100,207900,208100,208700,209400,210200,210900,211300,211900,212700,213300,213800,214800,215900,216800,218100,220200,222200,223900,224900,225500,225600,225900,226800,228200,229700,231300,232900,234400,236000,237700,239900,242800,245900,248500,250900,253900,257000,259600,262000,264900,267900,270400,272900,275600,278700,282300,285400,287500,289500,291800,294700,297800,301200,304500,307200,309500,312000,314900,318100,320800,323400,326000,328200,330200,332800,335800,339000,342200,345500,349300,352900,356300,359900,363500,366400,368900,371200,374000,376900,379600,382200,385000,387900,390800,393600,396800,400800,405100,409400,413700,418500,423700,428500,433100,437900,442400,446300,449300,452600,456900,461200,464700,468200,472100,476200,479600,482100,484300,486300,488800,491700,493700,495000,495800,496200,495900,495300,493800,492300,491300,491200,491000,490200,489300,488600,487500,486000,484300,482700,481100,479800,479100,478600,477400,473900,470200,467200,464300,460500,456900,452700,447900,443200,438900,434700,430800,426900,423600,420400,416800,412100,406700,402100,399900,399400,399200,398800,398200,398100,397400,395400,393400,391900,390000,387900,386800,386400,386200,385800,384500,382000,379700,378700,379600,380300,379300,377900,376600,374200,371200,368300,366500,365100,363100,361300,359600,358400,359200,361400,362200,362600,363100,363100,364200,367000,369900,370900,371100,371700,373000,374800,376800,377900,377500,376900,376800,377800,379100,379100,379500,383000,387900,391100,391700,390300,388400,387800,389000,390000,390800,391300,391400,391600,393300,395000,395900,396800,397300,395900,392300,389900,389100,389300,390700,392700,393300,393000,392300,392700,394300,396600,398300,397900,397700,399700,401700,400600,398100,396000,395400,395700,397100,398500,399100,399600,400900
394312,"Albuquerque, NM",58,116000,115900,116000,116400,116400,116000,115900,116000,115900,116000,116300,116500,116700,116800,117100,117200,117200,117200,117500,118000,118300,118500,118800,119100,119500,120200,120600,120600,120500,120800,120900,121000,121400,121700,122000,122500,123000,123100,123300,123500,123600,123700,123500,123500,123700,124000,124400,124900,125200,125300,125500,126000,126400,126400,126300,126500,126900,127200,127500,128100,128400,128300,128300,128500,128700,129300,129800,129800,129900,130200,130500,130500,131000,131700,132100,132100,132600,133300,133700,133800,133800,133800,133900,134100,134100,134100,133900,133900,134400,134800,134900,135700,136700,137400,137800,138400,139000,139900,140900,141700,142500,143500,144600,145700,147300,149100,150600,151600,152700,154000,155700,157700,159500,161300,163300,164800,165800,167100,168100,168800,170000,172000,174800,177900,180200,181800,183800,186300,188300,189800,191600,193900,195600,195500,195500,195900,195400,194800,194600,193800,193300,193000,192500,192000,191600,191000,190400,190100,190800,191500,192000,192500,193500,194800,195600,195700,195800,196300,195400,192600,190000,188300,186900,186600,183900,179700,177700,178000,177400,176600,175600,174600,173600,172300,170600,168600,167400,167200,166800,165600,164500,163500,162300,161400,160800,160200,159200,158300,157800,157200,156300,155600,155100,154700,154800,155500,156200,156600,156600,156400,156500,156800,156900,156700,156700,156500,156800,157400,158000,158200,158300,158200,157900,157900,157900,158000,158500,159000,159000,159300,159900,160300,160400,160800,161300,161900,162400,162300,162100,162100,162700,163400,163900,164100,164000,163700,164000,164500,165000,165400,165900,166300,167000,168000,168100,168900,171200,173700,175300,176700,177900,178700,179700,181300,181700,179900,178100,178400,179300,180700,182200,182900
394308,"Albany, NY",59,95200,95800,96100,96500,96700,96600,96600,96700,96700,96800,96900,96700,96400,96300,96400,96400,96400,96400,96500,96600,96900,97400,98000,98300,98100,98000,97900,97800,97500,97100,96700,96600,96700,97200,97600,97800,98200,98900,99300,99400,99700,100200,100700,101100,101600,102100,102700,103200,103600,103900,104100,104100,104300,104600,105000,105300,105800,106400,107000,107700,108600,109200,109800,110500,111100,111700,112400,112900,113400,114000,114600,115500,116300,117200,118200,119300,120500,121800,123300,124900,126200,127500,128900,130000,130800,131700,132900,133900,135100,136600,138100,139700,141600,143500,145300,146700,148100,149500,151100,152800,154700,156400,158000,159400,160700,161900,162900,164200,166000,168200,170700,173400,175900,178200,180300,182300,184100,185500,186500,187700,188900,189600,190300,191000,191200,191200,191400,191500,191300,191500,192400,193300,193900,194200,194300,194400,194800,195000,195000,194700,194100,193700,194000,194200,193800,193300,192800,192300,191700,191100,190700,190700,190700,190800,191000,190900,190400,189700,189100,188700,188700,189000,189600,190300,190600,190500,190000,189700,189500,189700,189700,189400,189100,188100,186400,184800,184200,184200,183600,182800,182700,182700,182500,181900,181000,180400,180300,179900,179400,179100,178900,179000,179500,180200,180600,180900,181300,181900,182500,183200,183600,183500,183700,183900,184000,184200,184500,184700,185200,185600,186200,186400,186200,186000,185800,185600,185300,185200,185400,185700,185900,186200,186100,186000,186100,186100,185700,185700,186200,187100,188100,189200,190100,190600,190500,190400,190100,189900,190300,191000,191700,192100,192200,192300,192400,192800,193500,194800,196700,199200,201400,202600,202100,201000,200500,200700,201000,201200,202100,203700,205900,207500
